iter	MAE	RMSE
128	0.02256907182	0.0540986233
129	0.02242300878	0.05388316879
130	0.02231243381	0.05364479494
131	0.02220559666	0.05336382544
132	0.02208699285	0.05318023483
133	0.02196114685	0.05295370903
134	0.02184965573	0.05275457159
135	0.02174075617	0.05257164351
136	0.02165898984	0.05233739458
137	0.02157620726	0.05218228279
138	0.02149546025	0.05203347303
139	0.02139167153	0.0518385198
140	0.02132811334	0.05170766719
141	0.02126612504	0.05150435566
142	0.02119646776	0.05134998004
143	0.02113190236	0.05118243159
144	0.02107266973	0.05106450534
145	0.02101684957	0.050942077
146	0.02096312368	0.05074241429
147	0.02089656519	0.05051292232
148	0.02084076188	0.05030554418
149	0.02077160191	0.05017580287
150	0.02072714273	0.05007207357
151	0.02069156941	0.04997481469
152	0.02063931739	0.04978174865
153	0.02058142202	0.04965019117
154	0.02054755188	0.04951310994
155	0.02051523368	0.04939181615
156	0.02047662373	0.0493055139
157	0.02044822718	0.04917940184
158	0.02040485174	0.04908652007
159	0.02037512443	0.04900319067
160	0.02031441431	0.04886844251
161	0.02028822513	0.04880111839
162	0.02026993424	0.04870174907
163	0.0202336755	0.04858434005
164	0.02019816141	0.0484991877
165	0.02017456292	0.04840075232
166	0.02014244536	0.04829476138
167	0.02012238286	0.04821901413
168	0.02007385773	0.04810611313
169	0.02004010358	0.04801803279
170	0.02002136301	0.04795582981
171	0.01999443467	0.04787070875
172	0.01997470253	0.04773230994
173	0.01995793382	0.04765084447
174	0.01993742886	0.04752532488
175	0.01990937033	0.047419295
176	0.01989668177	0.04734263998
177	0.01985368418	0.04726102617
178	0.01981805405	0.04716264174
179	0.01980857928	0.04710424946
180	0.01979502165	0.04704414597
181	0.01975492961	0.04696498652
182	0.0197408797	0.04690938077
183	0.01973130662	0.04682935466
184	0.01970288449	0.04678681436
185	0.01969095626	0.04672919364
186	0.01965261507	0.04664396454
187	0.01962656036	0.04656492204
188	0.01961726702	0.04650976258
189	0.01960649399	0.04644903706
190	0.01958192301	0.04638964267
191	0.01956423696	0.04626288975
192	0.01954698319	0.04614378449
193	0.01951696906	0.04605835706
194	0.01948025541	0.0460136317
195	0.01946806124	0.04591950446
196	0.01942831831	0.04585073747
197	0.01941856555	0.04579718436
198	0.01938808818	0.04571946883
199	0.01936715202	0.04565997432
200	0.0193578755	0.04559864592
201	0.01934587738	0.04554474436
202	0.0193364283	0.04549679666
203	0.01931905247	0.04543651902
204	0.01930664555	0.04538575043
205	0.01927929902	0.04532180363
206	0.01925803188	0.0452792825
207	0.01924469299	0.04518413501
208	0.01922224571	0.04513500848
209	0.01921350355	0.04509742164
210	0.01919984157	0.04499509572
211	0.01918549114	0.04488969441
212	0.01917518875	0.04483557829
213	0.01914413426	0.04479058385
214	0.01913143911	0.04475331887
215	0.01911682821	0.04467094695
216	0.0191089618	0.04459024862
217	0.01908065719	0.04452426737
218	0.01906629925	0.04447509284
219	0.01905008876	0.04442762436
220	0.01904062426	0.04437761483
221	0.01902082581	0.04432800841
222	0.01900492607	0.04427086686
223	0.0189960771	0.04422142832
224	0.0189808159	0.04412233488
225	0.0189523148	0.04407537817
226	0.01894018384	0.0440458625
227	0.01892851701	0.04400109337
228	0.01892112485	0.04396755963
229	0.0189093374	0.04386882869
230	0.01889925869	0.04380126376
231	0.01889276446	0.04376167924
232	0.0188833193	0.04368107066
233	0.01887147556	0.04364764837
234	0.01886001846	0.04358801257
235	0.01882989492	0.04353259028
236	0.01881698546	0.04349002563
237	0.01881051657	0.04346095595
238	0.01878940192	0.04340980148
239	0.01877633755	0.04335825162
240	0.01875305862	0.04330843282
241	0.01874378354	0.04323763625
242	0.0187324954	0.04313284216
243	0.01872158201	0.04310381322
244	0.01871384607	0.04306084201
245	0.01869237114	0.04303164332
246	0.01867069148	0.04298608856
247	0.01865226165	0.04293939026
248	0.018640546	0.04283524799
249	0.01863209268	0.04278049074
250	0.01861810412	0.04273524174
251	0.01861140599	0.0427040277
252	0.01860291008	0.04266241326
253	0.01858635578	0.04264318501
254	0.01857790861	0.04261941119
255	0.01856918072	0.04254619681
256	0.01854602534	0.04249908818
257	0.01853939422	0.04246763174
258	0.01852763768	0.04244323778
259	0.01850838411	0.04240639196
260	0.01849194629	0.04236091254
261	0.01848534038	0.04232948064
262	0.01847025534	0.0423074372
263	0.01846170636	0.04224892481
264	0.01845137321	0.04221990444
265	0.0184468186	0.04219599047
266	0.0184419912	0.04218160161
267	0.0184325303	0.04212588384
268	0.0184139733	0.04209976491
269	0.01840817421	0.04206116847
270	0.01840108015	0.04201760731
271	0.01839163506	0.04193373516
272	0.01837064479	0.04189739905
273	0.01836347138	0.04185386071
274	0.01834758237	0.04181030297
275	0.01833746414	0.04172063486
276	0.01833130908	0.04168737192
277	0.01831334536	0.04165870049
278	0.01830747653	0.04163563243
279	0.01829578552	0.04156177187
280	0.01828111531	0.04152263272
281	0.0182746255	0.04148803337
282	0.01826622982	0.04142442449
283	0.01824432025	0.04137919704
284	0.01823846754	0.04134483423
285	0.01823278323	0.04131247737
286	0.01822626171	0.04127207056
287	0.01821875863	0.04122309815
288	0.01820549041	0.04120312731
289	0.01819885304	0.04118380821
290	0.01819258517	0.0411501859
291	0.01817941793	0.04110568704
292	0.01816845104	0.04105061123
293	0.01815500516	0.04101313066
294	0.0181413007	0.04097664004
295	0.01813462865	0.04094687603
296	0.01812900196	0.04091789525
297	0.01812358865	0.04088955836
298	0.01811224484	0.04084284303
299	0.01810781274	0.04082479997
300	0.01808075061	0.04079829948
301	0.01806816257	0.0407650299
302	0.01805977403	0.04068680162
303	0.01804345492	0.04066516047
304	0.01802161551	0.04061620618
305	0.01801579551	0.0405799224
306	0.01801026533	0.04054590498
307	0.01799905505	0.04051712143
308	0.01798152772	0.04046987083
309	0.01797260522	0.04040011361
310	0.01796354694	0.04034696728
311	0.01795900408	0.04032223706
312	0.01794949689	0.04029428103
313	0.0179448797	0.04026434542
314	0.01793323676	0.04023102165
315	0.0179089524	0.04020447968
316	0.01789672577	0.04018098472
317	0.01788449825	0.04015864969
318	0.01786786608	0.0401154575
319	0.01786091854	0.04009356135
320	0.01784870248	0.04006302341
321	0.0178406913	0.0400437121
322	0.01781537205	0.04002134078
323	0.01780471982	0.03998625214
324	0.01780034238	0.03995874125
325	0.01778691611	0.03993228375
326	0.01777943342	0.03988456297
327	0.0177718448	0.03982696941
328	0.01776698332	0.03979878371
329	0.01774906961	0.03977774827
330	0.01774260263	0.03975756208
331	0.01773436225	0.03970488187
332	0.01772779459	0.039685825
333	0.0177151297	0.03965980883
334	0.01770665533	0.03961039734
335	0.01770217488	0.0395835015
336	0.01768685857	0.03955567258
337	0.01767751507	0.03953132196
338	0.01767305749	0.03950669938
339	0.0176679924	0.03947940771
340	0.01765750468	0.03945032642
341	0.01763389469	0.03941539574
342	0.01762925582	0.03939306672
343	0.01761570785	0.03937565308
344	0.01761253531	0.03935965679
345	0.0176028106	0.039279663
346	0.01758001833	0.03925846772
347	0.01757323602	0.03921686223
348	0.01756683561	0.03917804802
349	0.0175570282	0.03912751127
350	0.01754607094	0.03911220231
351	0.01753921141	0.03909346309
352	0.01753399758	0.03906896885
353	0.01752666304	0.0390245374
354	0.01752340602	0.03900981948
355	0.01751981426	0.03898525755
356	0.01751031566	0.03896703899
357	0.01750672657	0.03895236988
358	0.01749456776	0.03893537195
359	0.01748714065	0.03888952757
360	0.01748482176	0.03887565704
361	0.01748014372	0.03885155695
362	0.01747204201	0.03878147817
363	0.01746461875	0.0387200119
364	0.01745697489	0.03866901245
365	0.01745013931	0.03861333663
366	0.01744310513	0.03856707187
367	0.01743569784	0.03850523229
368	0.01742829516	0.03844373657
369	0.01742164377	0.0383887278
370	0.01741416077	0.03834013962
371	0.017408558	0.03829344706
372	0.0174033519	0.03825440498
373	0.01739697733	0.03821556277
374	0.01737224148	0.03819569795
375	0.01736275805	0.03817717214
376	0.01735308546	0.03816282508
377	0.01733786669	0.03813698612
378	0.01733337257	0.03811350966
379	0.01732894006	0.0380898184
380	0.01732479712	0.03806588239
381	0.01732097922	0.0380466289
382	0.0173172048	0.03802270295
383	0.01731142173	0.03797600273
384	0.01730293126	0.03796059001
385	0.01729637929	0.03794397266
386	0.01728644427	0.03792183011
387	0.01728352139	0.03790897457
388	0.01727673893	0.03785225729
389	0.01726981866	0.03782574889
390	0.01726140055	0.03781109964
391	0.01725316519	0.03779594421
392	0.01724915298	0.03777194911
393	0.01724454469	0.0377507452
394	0.01723815489	0.03770388464
395	0.01723429653	0.03767988776
396	0.01723287334	0.03766028131
397	0.01722602054	0.03764274047
398	0.01721285465	0.03762930911
399	0.01720834071	0.03760136685
400	0.0172014559	0.03757866782
401	0.01719387211	0.03756456548
402	0.01718657662	0.03754986607
403	0.01718019189	0.03751114179
404	0.01717753104	0.03749725883
405	0.01715495813	0.03747932969
406	0.01714829852	0.03743396198
407	0.0171414228	0.03738210169
408	0.01713681897	0.03735942255
409	0.01713229165	0.03732109888
410	0.01712625188	0.03727851799
411	0.01711831637	0.03723702308
412	0.01711149728	0.03717826013
413	0.01710746073	0.03715450221
414	0.01709921929	0.03711377415
415	0.01709326094	0.03708904877
416	0.01708954931	0.0370631363
417	0.01708241598	0.03704462701
418	0.01707428155	0.037030031
419	0.017071745	0.03701626387
420	0.01706564734	0.03696584812
421	0.01706140769	0.03694783381
422	0.01705345199	0.03693131006
423	0.01704695723	0.03691925174
424	0.01704314644	0.03690049055
425	0.01702231756	0.03688400243
426	0.01701527337	0.03686908091
427	0.01701049196	0.03684225371
428	0.01700396033	0.03680119945
429	0.01700303997	0.03678681346
430	0.01699685144	0.03674812461
431	0.01699134852	0.03671080338
432	0.01698445285	0.03667071211
433	0.01697696377	0.03662921343
434	0.01697285443	0.03661254265
435	0.0169670401	0.03657808931
436	0.01695395987	0.03654018762
437	0.01694741128	0.0365065123
438	0.01694012901	0.03644738929
439	0.01692541467	0.03642844378
440	0.01691816107	0.03641533958
441	0.01691288663	0.03640477642
442	0.01688498766	0.03637431508
443	0.01687268668	0.03634317271
444	0.01686673127	0.03630850187
445	0.01685934108	0.03628208675
446	0.01685301734	0.03626561586
447	0.01683055436	0.03624955291
448	0.01682556834	0.03622393803
449	0.01682232516	0.0362106333
450	0.01681599179	0.03616067734
451	0.01680987087	0.03611457932
452	0.0168063926	0.03610159168
453	0.01679906325	0.03606827313
454	0.01679358979	0.03602898028
455	0.01678417176	0.03600862701
456	0.01678076107	0.0359911355
457	0.01677255172	0.03592508898
458	0.01676518023	0.03585773501
459	0.01676241645	0.03583040102
460	0.0167594593	0.0358179954
461	0.01675533132	0.03578157324
462	0.01674663855	0.03572939537
463	0.01674231006	0.03570416969
464	0.01672560547	0.03567606654
465	0.01671878981	0.03565737935
466	0.01671334374	0.03562145032
467	0.01670727733	0.03558290109
468	0.01670268205	0.03557255832
469	0.0166745363	0.0355530207
470	0.0166700377	0.0355400419
471	0.01666967482	0.03553531952
472	0.01666087355	0.03551632954
473	0.01665604702	0.0354836231
474	0.01665084084	0.03545210843
475	0.01664018633	0.03543910184
476	0.01663386859	0.03538327715
477	0.01660733105	0.03536510779
478	0.01660161241	0.03535564395
479	0.0165969178	0.03532193799
480	0.01658601086	0.03528735438
481	0.01657918855	0.03523121287
482	0.01656840488	0.03522097873
483	0.01656397069	0.03521194668
484	0.01653800443	0.03519493373
485	0.01653427468	0.03517850167
486	0.01652443869	0.03516334692
487	0.01652125258	0.03514025817
488	0.01651698323	0.03510847949
489	0.01651665466	0.0351037675
490	0.01651044857	0.03504990978
491	0.01650584658	0.03501934684
492	0.01649970153	0.03496782173
493	0.01647521555	0.03494367747
494	0.01647020144	0.03492224194
495	0.01646225994	0.03490470293
496	0.01645851874	0.03488678256
497	0.01645465378	0.03485741254
498	0.01644890983	0.03480734181
499	0.01641745809	0.03478682783
500	0.01641186339	0.03475183952
501	0.0163884903	0.03473637001
502	0.01638448429	0.03472451868
503	0.01637691069	0.03470708828
504	0.01635828241	0.03464608773
505	0.01635165995	0.03460749265
506	0.01634631515	0.03458289097
507	0.01634183904	0.03455065867
508	0.01631989915	0.03453623437
509	0.01631531843	0.03449875354
510	0.0163092106	0.03447750688
511	0.01630505682	0.03444667698
512	0.01629940358	0.03441493605
513	0.01629439952	0.03440305202
514	0.01628932016	0.03437347469
515	0.01628312542	0.03433924234
516	0.01628125929	0.03432821093
517	0.01625953351	0.03431450635
518	0.01625554336	0.03429287365
519	0.01623793187	0.03423493962
520	0.01623615484	0.03422399692
521	0.01623166703	0.03419241984
522	0.01622847698	0.03417900354
523	0.01621219499	0.03412441679
524	0.01619850411	0.03411139669
525	0.01619475433	0.03409192353
526	0.0161909029	0.03408304272
527	0.01617957399	0.03407040023
528	0.01617728911	0.03405997292
529	0.01617201857	0.03404528397
530	0.0161676031	0.03401967175
531	0.01613868766	0.03400087761
532	0.01612295499	0.03394927151
533	0.01611704178	0.03390787752
534	0.01611270753	0.03388547169
535	0.01611074129	0.03387322617
536	0.01610571595	0.03384816762
537	0.0161026444	0.03383028223
538	0.01609650772	0.03382190427
539	0.01609307433	0.03380437378
540	0.01607908649	0.03377240869
541	0.01605520811	0.03375917403
542	0.01604825777	0.03371959336
543	0.01604460195	0.03370476117
544	0.01604109076	0.03367836078
545	0.01603657619	0.03365252905
546	0.0160170069	0.03364052749
547	0.01601413951	0.03362954597
548	0.01600469458	0.03362139208
549	0.01599975342	0.03359178785
550	0.01599519079	0.03355971686
551	0.01599164924	0.03354634817
552	0.01597451104	0.03353533784
553	0.0159742431	0.03353086345
554	0.01596120539	0.03350039363
555	0.0159571283	0.03347855337
556	0.0159535982	0.03346453128
557	0.01594968378	0.03343115758
558	0.01594779372	0.03341487907
559	0.01593608422	0.03338815559
560	0.01593006811	0.03335406242
561	0.01592851431	0.03334472345
562	0.01590206756	0.03332741634
563	0.01589798229	0.03330539482
564	0.01589348828	0.0332828248
565	0.01588962108	0.03327273021
566	0.01588272904	0.03323111358
567	0.01587798913	0.03322033791
568	0.01587386225	0.03319692485
569	0.01585922458	0.03317108132
570	0.0158578058	0.03316228216
571	0.01584966652	0.03313795153
572	0.01584607187	0.03311866418
573	0.01582406991	0.0331066584
574	0.01581990086	0.03308420725
575	0.01581674462	0.03306898076
576	0.0158020579	0.0330592073
577	0.01579940746	0.03305053344
578	0.01579426012	0.03301240863
579	0.015791498	0.03299944605
580	0.01578066158	0.03297762744
581	0.01577485602	0.03296990519
582	0.01577084597	0.03294664258
583	0.01576836444	0.03293562099
584	0.01576172729	0.03289740756
585	0.01574872914	0.03287891704
586	0.01574292	0.03284199379
587	0.01573992895	0.03282685679
588	0.0157214009	0.03281333199
589	0.01571737503	0.03278812299
590	0.01570137414	0.03277795497
591	0.01570081474	0.03277621257
592	0.01569564918	0.03274062112
593	0.01568608308	0.03271864216
594	0.01568102059	0.03268312792
595	0.01567511896	0.03265073028
596	0.01566779754	0.03263476986
597	0.01566740321	0.03262993647
598	0.01565388482	0.03261448175
599	0.01565041641	0.03259509886
600	0.01564689415	0.0325845153
601	0.01564193071	0.03255449972
602	0.01563746415	0.03252748634
603	0.0156322151	0.03250680548
604	0.01562921117	0.03249477669
605	0.01561063835	0.03248395239
606	0.01559897037	0.03247445272
607	0.01559519622	0.03244995837
608	0.01558162042	0.03242692474
609	0.01557747652	0.03241353211
610	0.01557130418	0.03237916515
611	0.01556887735	0.03236274781
612	0.01556514906	0.03234143581
613	0.0155558526	0.03232883474
614	0.01555391509	0.03231889316
615	0.01554406436	0.03229485309
616	0.01553591497	0.03227462546
617	0.01552735924	0.03226299188
618	0.01552197374	0.03223408271
619	0.01551700075	0.03220670283
620	0.01550559347	0.03217911992
621	0.01550116153	0.03216405817
622	0.0154969398	0.03215313691
623	0.01547599595	0.03214324095
624	0.01546984535	0.03212880397
625	0.01546369876	0.03209814257
626	0.01546151405	0.03208894437
627	0.01546133732	0.03208495485
628	0.01543833531	0.03207195921
629	0.01542894851	0.03205857394
630	0.015420756	0.0320474546
631	0.01541620342	0.0320229607
632	0.01540759202	0.03198626975
633	0.01540469071	0.03197250949
634	0.01540437816	0.0319681283
635	0.0153981296	0.03195017726
636	0.01539269393	0.03191381423
637	0.01538423967	0.03190636281
638	0.01537859152	0.03187735191
639	0.01537413825	0.03185097474
640	0.01536877081	0.03181658049
641	0.01536526724	0.03180534604
642	0.01536490637	0.03180095845
643	0.01536049128	0.03176529299
644	0.01534825393	0.03175128497
645	0.01534446319	0.03174061105
646	0.01534413803	0.03173634523
647	0.0153403047	0.03171739621
648	0.01533698563	0.03169430622
649	0.01533160446	0.03168354475
650	0.01531539189	0.03167235927
651	0.01531162471	0.03166491326
652	0.01531136532	0.03166082795
653	0.01528937272	0.03164991018
654	0.01528652345	0.03163642908
655	0.01528104814	0.03160591064
656	0.01527743633	0.03158739748
657	0.01526448961	0.03157107019
658	0.01525204046	0.03155982492
659	0.01524452321	0.03154943624
660	0.0152418138	0.03153452379
661	0.01522333701	0.03152457065
662	0.01521171631	0.03151659882
663	0.01521046559	0.03150869163
664	0.01521017117	0.03150457124
665	0.01520599742	0.03149689971
666	0.01520205024	0.03146292045
667	0.01519611172	0.03143048771
668	0.01519271956	0.03141028936
669	0.01518365475	0.03139835019
670	0.01517888906	0.03138509898
671	0.01517097609	0.03137817274
672	0.01515528702	0.03136851146
673	0.01515183454	0.03136106744
674	0.01514838844	0.03134422904
675	0.01514811296	0.03134020092
676	0.01514293701	0.03130753047
677	0.01513791694	0.03128109911
678	0.0151334416	0.03125765301
679	0.01512959573	0.03123718727
680	0.01512629063	0.03121588914
681	0.01511524116	0.03120072132
682	0.01511068483	0.0311779184
683	0.0150965091	0.03116905456
684	0.01509299313	0.03116305488
685	0.01508933669	0.03114495878
686	0.01508265336	0.03113548719
687	0.01508015073	0.0311292381
688	0.01507708354	0.03111318535
689	0.01505482456	0.03109997997
690	0.01504775256	0.03109354236
691	0.01504517579	0.03108512123
692	0.01504488275	0.03108109446
693	0.01502601525	0.0310719401
694	0.0150229477	0.03105214004
695	0.01501917113	0.03102331378
696	0.01501497636	0.03099520674
697	0.01501183143	0.03097604259
698	0.01500831754	0.03096827759
699	0.01500803801	0.03096435159
700	0.01500548045	0.03095114191
701	0.01499081084	0.0309429603
702	0.01498540664	0.03091088706
703	0.01498050016	0.03088758533
704	0.01497681827	0.03085995398
705	0.01497353058	0.03085266352
706	0.014973251	0.03084882432
707	0.01497136293	0.03083716817
708	0.01496839398	0.03082852572
709	0.01495769504	0.03081563379
710	0.0149485358	0.03079972084
711	0.01494536673	0.03078286107
712	0.01494002053	0.03075472991
713	0.01493684015	0.03073795102
714	0.01493177028	0.03072115641
715	0.01492876032	0.03071229807
716	0.01491713335	0.03069739611
717	0.01491293754	0.03066341793
718	0.01490904966	0.03064373677
719	0.01490581897	0.03062755728
720	0.0148945229	0.0306204144
721	0.01489074773	0.03059542396
722	0.01488739965	0.03058029679
723	0.01488136641	0.03056260993
724	0.01486109494	0.03055046024
725	0.01484845633	0.03053627141
726	0.01484283772	0.03052688821
727	0.01482760472	0.03051748757
728	0.01482086882	0.03049705552
729	0.01481705863	0.03047192522
730	0.01481393602	0.03045128694
731	0.01480339639	0.03043926307
732	0.01479913236	0.03042767913
733	0.01479321717	0.03041936589
734	0.01477801202	0.03041154419
735	0.01476448077	0.0304036978
736	0.01475887416	0.030387427
737	0.01475387813	0.03037801959
738	0.01475161092	0.03037083461
739	0.01473453347	0.03036046399
740	0.01473302223	0.03035131245
741	0.01473049068	0.03034498505
742	0.01472773839	0.03033894614
743	0.01472332756	0.03033134109
744	0.01471809124	0.03030503057
745	0.01471249133	0.03029936479
746	0.0147087023	0.03028004032
747	0.0147062917	0.03027214092
748	0.01469993449	0.03026072002
749	0.01468449337	0.03025178345
750	0.01467133187	0.03024396228
751	0.01466935926	0.03023382185
752	0.01466564242	0.03021475691
753	0.01466079857	0.03020715479
754	0.0146562426	0.03017692013
755	0.01465419167	0.03016549009
756	0.01464822025	0.03012964234
757	0.01464518074	0.03011797843
758	0.01464215286	0.03011066005
759	0.01463595394	0.03010069453
760	0.01463323754	0.03009242252
761	0.01463097544	0.03008078602
762	0.01462884257	0.03007298882
763	0.01462618415	0.03006308073
764	0.01462323613	0.03004585471
765	0.01461932211	0.03001822889
766	0.01461656541	0.0300055995
767	0.01460788843	0.02999829323
768	0.01460227789	0.02998247751
769	0.01459834404	0.0299706791
770	0.01459554195	0.0299654739
771	0.01459293165	0.02995977496
772	0.01459065407	0.02995047069
773	0.01458780444	0.02993924623
774	0.01458584068	0.02993044029
775	0.01458360982	0.0299186966
776	0.01457864587	0.02990511689
777	0.01457312375	0.02989996821
778	0.01457073022	0.02989428235
779	0.01456760694	0.029884355
780	0.01455965738	0.02987183428
781	0.01455685536	0.02986358499
782	0.01455318859	0.02983753994
783	0.01453767145	0.02982814583
784	0.01453369922	0.02981041185
785	0.01453144751	0.02980100488
786	0.01452819056	0.02978516533
787	0.01452575298	0.02977691127
788	0.01452254783	0.02975449678
789	0.01451822244	0.02974483188
790	0.01451545727	0.02973134196
791	0.01449947922	0.02972038605
792	0.01449614725	0.02970353076
793	0.01448666386	0.02969036956
794	0.01447864014	0.02968373396
795	0.01446447741	0.02967349602
796	0.01446172288	0.02966646932
797	0.01445631931	0.0296319948
798	0.01445374658	0.02961394899
799	0.01445086935	0.02960162914
800	0.01443084413	0.02959057226
801	0.01442661581	0.02958336711
802	0.01441853475	0.02956616515
803	0.0144163815	0.02955049075
804	0.01440206458	0.02954202458
805	0.01438697167	0.02953466297
806	0.01438450977	0.02952320567
807	0.01437576314	0.02950769273
808	0.01437122646	0.02948533128
809	0.01436361688	0.02947358604
810	0.0143609527	0.02946150455
811	0.01435900738	0.02945171427
812	0.01435097175	0.02943752389
813	0.01434739335	0.02942049637
814	0.01433960989	0.02941037479
815	0.01432338605	0.02940083931
816	0.01432101073	0.02938592572
817	0.01431862714	0.02937603543
818	0.014316301	0.02936510143
819	0.01431403464	0.02935995492
820	0.01430937695	0.0293552024
821	0.01430698042	0.02934652831
822	0.01430392207	0.02932942061
823	0.01430066076	0.02931371174
824	0.01429806806	0.02930346205
825	0.01429593154	0.02929471137
826	0.01429346599	0.02928649997
827	0.01428251573	0.02926418475
828	0.01428024336	0.02925560776
829	0.01427657858	0.02923065056
830	0.01427364651	0.02920764939
831	0.01427109146	0.02919262706
832	0.01426720239	0.02917481821
833	0.01426427429	0.02915575262
834	0.01426002149	0.02914936337
835	0.01425699452	0.02913441158
836	0.01425422554	0.02912256705
837	0.01425101643	0.02910697084
838	0.01423645057	0.02909843299
839	0.01423384446	0.02908065819
840	0.01422955432	0.0290742109
841	0.01421906417	0.02906867731
842	0.01421740465	0.02905663312
843	0.01421410146	0.02904420388
844	0.01420995444	0.02902511063
845	0.01420716715	0.02901171877
846	0.01420525035	0.02900092795
847	0.0142033131	0.02899368123
848	0.01420194921	0.02898397339
849	0.01419874642	0.02896892026
850	0.01419475573	0.02894288608
851	0.01419219657	0.02893343381
852	0.01418962445	0.02892037847
853	0.01418655871	0.0289004835
854	0.01418369264	0.02888768465
855	0.01418091383	0.02886552225
856	0.01416595112	0.02885734364
857	0.01416118497	0.02885279314
858	0.01415832746	0.02884038624
859	0.01415423258	0.02881676521
860	0.01415242162	0.02880628435
861	0.01414955972	0.02878792644
862	0.01414835588	0.02877703572
863	0.01414671353	0.02876579204
864	0.01413984764	0.02875446201
865	0.01413755887	0.028748434
866	0.01413336135	0.02873552965
867	0.01413127883	0.02873066322
868	0.01412739075	0.02872468438
869	0.01411671397	0.02871562111
870	0.01411276057	0.02870310723
871	0.01409961747	0.02869526259
872	0.01409659972	0.02868427644
873	0.01409385722	0.02866779907
874	0.0140907242	0.02865106163
875	0.01407955939	0.02864380987
