iter	Passed	Remaining
1658	131737	27078
1659	131820	26999
1660	131901	26920
1661	131979	26840
1662	132064	26762
1663	132146	26683
1664	132230	26604
1665	132318	26527
1666	132397	26447
1667	132475	26367
1668	132553	26288
1669	132622	26206
1670	132698	26126
1671	132778	26047
1672	132864	25969
1673	132946	25890
1674	133017	25809
1675	133100	25730
1676	133184	25652
1677	133258	25571
1678	133339	25492
1679	133423	25413
1680	133490	25332
1681	133564	25251
1682	133639	25171
1683	133725	25093
1684	133796	25012
1685	133879	24933
1686	133956	24853
1687	134047	24776
1688	134126	24697
1689	134209	24618
1690	134280	24537
1691	134356	24457
1692	134449	24380
1693	134533	24301
1694	134614	24222
1695	134684	24141
1696	134763	24062
1697	134837	23981
1698	134921	23903
1699	135000	23823
1700	135088	23745
1701	135166	23666
1702	135263	23589
1703	135339	23509
1704	135423	23431
1705	135494	23350
1706	135569	23270
1707	135653	23191
1708	135708	23107
1709	135792	23029
1710	135861	22947
1711	135932	22867
1712	136009	22787
1713	136094	22708
1714	136170	22628
1715	136254	22550
1716	136324	22469
1717	136403	22389
1718	136477	22309
1719	136547	22228
1720	136631	22149
1721	136712	22070
1722	136784	21990
1723	136861	21910
1724	136924	21828
1725	136998	21748
1726	137074	21668
1727	137153	21588
1728	137234	21509
1729	137300	21428
1730	137385	21349
1731	137466	21270
1732	137541	21190
1733	137632	21113
1734	137700	21031
1735	137761	20949
1736	137839	20870
1737	137915	20790
1738	137988	20710
1739	138063	20630
1740	138144	20551
1741	138223	20471
1742	138300	20391
1743	138388	20313
1744	138454	20232
1745	138512	20150
1746	138577	20068
1747	138659	19989
1748	138756	19913
1749	138834	19833
1750	138918	19754
1751	138993	19674
1752	139082	19596
1753	139157	19517
1754	139239	19437
1755	139312	19357
1756	139396	19279
1757	139464	19198
1758	139538	19118
1759	139622	19039
1760	139700	18959
1761	139783	18881
1762	139861	18801
1763	139940	18722
1764	140018	18642
1765	140088	18562
1766	140165	18482
1767	140252	18404
1768	140337	18325
1769	140428	18247
1770	140501	18167
1771	140589	18089
1772	140678	18011
1773	140749	17930
1774	140825	17851
1775	140903	17771
1776	140972	17690
1777	141039	17610
1778	141113	17530
1779	141198	17451
1780	141285	17373
1781	141363	17293
1782	141441	17214
1783	141512	17133
1784	141585	17053
1785	141667	16974
1786	141737	16894
1787	141811	16814
1788	141882	16733
1789	141924	16650
1790	142003	16571
1791	142083	16491
1792	142161	16412
1793	142230	16331
1794	142313	16253
1795	142377	16172
1796	142453	16092
1797	142521	16011
1798	142621	15934
1799	142699	15855
1800	142783	15776
1801	142870	15698
1802	142951	15619
1803	143039	15540
1804	143120	15461
1805	143204	15382
1806	143293	15304
1807	143372	15225
1808	143448	15145
1809	143510	15064
1810	143577	14984
1811	143628	14901
1812	143719	14823
1813	143806	14745
1814	143892	14666
1815	143977	14588
1816	144066	14509
1817	144146	14430
1818	144242	14352
1819	144329	14274
1820	144406	14194
1821	144482	14115
1822	144562	14035
1823	144633	13955
1824	144716	13876
1825	144801	13798
1826	144858	13716
1827	144935	13637
1828	145010	13557
1829	145089	13478
1830	145159	13398
1831	145231	13318
1832	145329	13240
1833	145414	13161
1834	145494	13082
1835	145580	13003
1836	145668	12925
1837	145760	12847
1838	145845	12768
1839	145930	12689
1840	145998	12609
1841	146087	12530
1842	146154	12450
1843	146220	12370
1844	146292	12290
1845	146380	12211
1846	146448	12131
1847	146519	12051
1848	146563	11969
1849	146628	11888
1850	146712	11809
1851	146793	11730
1852	146881	11652
1853	146973	11573
1854	147059	11495
1855	147136	11415
1856	147227	11337
1857	147311	11258
1858	147405	11180
1859	147487	11101
1860	147567	11021
1861	147642	10942
1862	147678	10859
1863	147769	10781
1864	147850	10702
1865	147938	10623
1866	148015	10544
1867	148108	10465
1868	148192	10386
1869	148276	10308
1870	148357	10228
1871	148448	10150
1872	148520	10070
1873	148604	9991
1874	148679	9911
1875	148759	9832
1876	148842	9753
1877	148918	9674
1878	148993	9594
1879	149069	9515
1880	149139	9435
1881	149213	9355
1882	149305	9277
1883	149384	9197
1884	149455	9117
1885	149533	9038
1886	149614	8959
1887	149692	8880
1888	149780	8801
1889	149854	8721
1890	149932	8642
1891	150016	8563
1892	150095	8483
1893	150172	8404
1894	150264	8325
1895	150354	8247
1896	150427	8167
1897	150504	8088
1898	150581	8008
1899	150658	7929
1900	150745	7850
1901	150829	7771
1902	150920	7692
1903	151009	7613
1904	151088	7534
1905	151174	7455
1906	151251	7376
1907	151328	7296
1908	151423	7218
1909	151508	7139
1910	151584	7059
1911	151666	6980
1912	151760	6901
1913	151831	6822
1914	151923	6743
1915	151994	6663
1916	152077	6584
1917	152166	6505
1918	152247	6426
1919	152331	6347
1920	152404	6267
1921	152482	6188
1922	152569	6109
1923	152647	6029
1924	152734	5950
1925	152792	5870
1926	152880	5791
1927	152961	5712
1928	153035	5632
1929	153112	5553
1930	153182	5473
1931	153248	5393
1932	153331	5314
1933	153416	5235
1934	153493	5156
1935	153580	5077
1936	153646	4997
1937	153732	4918
1938	153815	4838
1939	153899	4759
1940	153976	4680
1941	154040	4600
1942	154106	4520
1943	154190	4441
1944	154278	4362
1945	154359	4283
1946	154439	4204
1947	154534	4125
1948	154606	4045
1949	154694	3966
1950	154775	3887
1951	154847	3807
1952	154938	3728
1953	155024	3649
1954	155107	3570
1955	155194	3491
1956	155280	3411
1957	155361	3332
1958	155448	3253
1959	155537	3174
1960	155611	3094
1961	155688	3015
1962	155767	2936
1963	155855	2856
1964	155940	2777
1965	156021	2698
1966	156105	2618
1967	156189	2539
1968	156278	2460
1969	156366	2381
1970	156445	2301
1971	156518	2222
1972	156590	2142
1973	156670	2063
1974	156755	1984
1975	156828	1904
1976	156908	1825
1977	156972	1745
1978	157049	1666
1979	157132	1587
1980	157233	1508
1981	157307	1428
1982	157390	1349
1983	157462	1269
1984	157545	1190
1985	157621	1111
1986	157699	1031
1987	157769	952
1988	157843	872
1989	157930	793
1990	158014	714
1991	158109	634
1992	158200	555
1993	158283	476
1994	158375	396
1995	158451	317
1996	158530	238
1997	158605	158
1998	158688	79
1999	158774	0
